PassengerId,Survived,Pclass,Name,Age,NrFamiliares,Ticket,Fare,Cabin
003c8dcc,1,ccab,b20f31660c11a783e281bc61fe3feca26fbd13d73f3a5885f33fb3383bb6eb3a,Adulto,Sem familiares,382****,menos que $100,Desconhecido
ca1864fd,0,ccab,e015c93723b1d2beec7886af9bff7c230e521603e005ffc763966cf0d16927dd,Adulto,Sem familiares,SOT****,menos que $100,Desconhecido
bc3d246d,1,aef6,12a148c201ce4afac9ab53f5beaab5107be2ef66f5864c8b7be432c49e3cfa53,Adulto,Sem familiares,PC ****,menos que $100,E
cfcb7362,1,aef6,7e0a32c6373ad70673a1ba1e2c8550942036e7e84f60431063323e67951df886,Adulto,Pequena,PC ****,menos que $100,Desconhecido
1d394acd,0,ccab,164e53a5db0fb091c60ff5015b05874cd1622f80780148d461286b02c75b5a8a,Adulto,Sem familiares,349****,menos que $100,Desconhecido
a2acf26c,0,aef6,a0988bce57447682461120323c6d317e5109152dd886560d9cfbac72fd35a1e4,Adulto,Sem familiares,369****,menos que $100,D
e4bb40b1,1,2cb8,15d3f1e5e4229a756be38e8479e9a15278b4a55f49889ec8f227e3baaafb9fae,Adulto,Sem familiares,C.A****,menos que $100,F
0854f5c4,0,ccab,fd4fc10860459a171238628f7149c4333d3d556b82bd0c4a8dcb84a7115baed1,Adulto,Sem familiares,371****,menos que $100,Desconhecido
4243ad41,1,2cb8,09fe172b905fcdb462dc7da850c20d24169518cc96ad676e7e1bc6b21a98e4fc,Adulto,Pequena,226****,menos que $100,Desconhecido
62d76076,0,ccab,03617277726d01033528c934079c465227a39c6a07d0ecc3e166a4436d5dcf5c,Adulto,Sem familiares,349****,menos que $100,Desconhecido
0b2241bc,1,aef6,4fee348d9a8fa863f2f591b2a8df876e3c127ddb7f81fc3305776d0cefe5f46d,Adulto,Sem familiares,127****,menos que $100,B
18141551,0,ccab,b261ad54e943aae8e0acca880c7cf91675fa06cba9adb9d2c4f561b273362f50,Adulto,Sem familiares,349****,menos que $100,Desconhecido
5c47b639,0,ccab,d8633e708b5a1a15308ab8cfa1c1f68e6f4121bef24fb959ce442ea1f75ea4e5,Adulto,Sem familiares,262****,menos que $100,Desconhecido
bdfd54e9,1,aef6,5dbd207b865557ee65a6e680bfd38e5ed207278854da5ca988ea75d2c6913f1d,Adulto,Pequena,111****,menos que $100,B
d7e18faa,0,ccab,355db65a58436deb914373d3afaf9661d28d2534fc4939b5eeadbf06897c5887,Adulto,Sem familiares,270****,menos que $100,Desconhecido
978d3230,0,ccab,849c61bf796937f4a9c436ebcf3fa26b371a4d9ebec64dd70ab537fcb9bd1b3d,Adulto,Sem familiares,367****,menos que $100,Desconhecido
c068998c,1,2cb8,00c1f7ce600ad746198d9c00a0f3b1ec086100e3aa2f96872e7f01f8ae9a89e1,Adulto,Sem familiares,W./****,menos que $100,Desconhecido
b62f632b,0,aef6,e6510a6b37d1962cf99cffea66e036d955a5887d6e8b897292da461ffcdb915b,Adulto,Sem familiares,PC ****,$200-$300,C
6e357fbe,0,ccab,53283786b62b55f7a6202f97d214ddda9f1b505e10c8d0c6508fb26ce01bfa2c,Adulto,Sem familiares,310****,menos que $100,Desconhecido
ae0906bd,0,2cb8,175a7fed5880fb2c4215434798f132c89b7e73f6290c641cdd34d559b7188cdf,Adulto,Pequena,291****,menos que $100,Desconhecido
f5445352,1,2cb8,c3d2587d946b9f7c8b807ec3e47d966d74d6ee759bf5668d97d4e3aaef0f95e7,Menor,Pequena,263****,menos que $100,Desconhecido
f390a7d3,0,ccab,92645242545581b40f7f22703a09a3e2a05d3bddd0d5e1b03a1d0b30fae98160,Adulto,Sem familiares,264****,menos que $100,Desconhecido
ed0f5d65,0,ccab,99a76c5e7a761b9b6b61cd4b9bc09c5c278462fdad0de261b172d498fc0f2137,Menor,Pequena,269****,menos que $100,Desconhecido
260e0ce3,1,ccab,8f53682002f0cf79b8ff2718fbecbe2ec4d925dce85fd3b6ab96384e9877a4d5,Adulto,Pequena,266****,menos que $100,Desconhecido
e8a4ddb0,0,ccab,5c64489b9c9362f787412842ce924290a8063471104f81ce8ef48576ec567c36,Adulto,Sem familiares,315****,menos que $100,Desconhecido
73a3ccb2,1,2cb8,818f6a70a1ccb70d5963e32514af4f46a716c0a08e0ce543c5e9a6e1cbe5eedb,Menor,Pequena,F.C****,menos que $100,Desconhecido
9bd93d20,0,aef6,42c2f7a99be8cbb8e76afe41f188bc6f0089cb1e699eb45352174c65b793eca4,Adulto,Sem familiares,113****,menos que $100,B
5db90d66,1,aef6,3729940bed1aecd5ad461861d301f7e067cf7e84455db88d5e938980ed4bebd3,Adulto,Sem familiares,PC ****,$100-$200,Desconhecido
b0edb88c,0,ccab,de7a4c2ed1484867e389760a1c9af1a5bad7ead28eade0dd6ab5de815ec5b153,Adulto,Sem familiares,364****,menos que $100,Desconhecido
412107a7,1,aef6,a22ea8066b1e7d4e25f48ca0680a6c3e7f498406ce102aca5deded0ebfa25f55,Adulto,Pequena,135****,menos que $100,B
54fb332a,1,aef6,6d5573ade53cc940999b4a21e53aae581d1ac3b57f60a4a3a6a57768c130cc5b,Adulto,Pequena,WE/****,menos que $100,B
d8153f9c,0,ccab,b7ba33da2fb9fdbb8442e743bb15b661122c455972a6def34e91c1c764f55ea6,Menor,Grande,347****,menos que $100,Desconhecido
140cc335,0,ccab,ec29a975a79b576f020edc59f14ddab8d975a4072c900a664e76980cb25a4945,Menor,Grande,347****,menos que $100,Desconhecido
42ca2f2c,1,2cb8,eefa623464ad7de81a26446755f5a6da38eb9d26d99a80e1407ab2aa5f900dcf,Adulto,Pequena,290****,menos que $100,Desconhecido
baf4cbe3,0,aef6,3b6c269804207a6109bb9d566f81961b3446bac7f8a04695304da153be8d907d,Adulto,Pequena,PC ****,$100-$200,C
426f1dff,0,aef6,f2c86e052e1be9a3cec258519cc537e6e45b8e85a72fb3eb63cdfae06e69aaff,Senior,Sem familiares,693****,menos que $100,Desconhecido
623b33b9,1,2cb8,f71766e83a1a0e909cacd48a8dea9a0c1445dbe1f82a95ed92a3217ad6c69db8,Adulto,Pequena,290****,menos que $100,Desconhecido
98f49b30,1,2cb8,924cb4d891bff5ead8c099e84fc38edcbd7978e54724b243082051970c0da155,Adulto,Sem familiares,SC/****,menos que $100,Desconhecido
7432d300,0,ccab,7f674e0947720d2152f17f108d7790bcd8d6358f1ee4c3fbc25a8dffcff88092,Adulto,Pequena,363****,menos que $100,Desconhecido
3d2634a8,1,2cb8,2d9936454f391e7546c6a69cb26f8cfb6b3b64d80a60a68b56402dd350bf3432,Menor,Pequena,C.A****,menos que $100,Desconhecido
91bf637a,1,aef6,c56dcf2dfc7091e33b9a251176940b59d696cf002e7f3e6e35ffea9cf32d20f2,Menor,Pequena,174****,$100-$200,C
6b94743b,0,2cb8,4058639907fb9f3666b30f320816b5a7cfec3ba73fae3df60fb382094dab9779,Adulto,Sem familiares,244****,menos que $100,Desconhecido
1f8475e9,0,ccab,6e7af79871cd5b746020728f0f30e1f2c49c23f0c233c4db145f46143c5e217b,Adulto,Sem familiares,330****,menos que $100,Desconhecido
6210eb9e,1,ccab,dceda996757efeefdd3cf725e27c699ceab2a9950176e7513a61fb9f538b4426,Adulto,Sem familiares,262****,menos que $100,Desconhecido
7675506d,1,ccab,3c769de8e85d68b82310ed8ac6a5ec8f3130f7f676a919220605053688515823,Adulto,Sem familiares,347****,menos que $100,Desconhecido
e28ead33,0,aef6,0d9a70ca3f873c8d370fe938c8255e5236b397a2bf96fe5167bdcba0a00cc6b2,Senior,Sem familiares,113****,menos que $100,Desconhecido
2b65c9a2,1,aef6,7b7b8cb5477412ec355c1f0f726a147724fb0463377a147d58a14b65395c48aa,Adulto,Pequena,117****,menos que $100,A
b0ffb41e,0,aef6,d96ff8558a7c5a2d9ee65fec9dbac98138f99ca0c5cee9f8168697171ae21e52,Adulto,Sem familiares,PC ****,$200-$300,Desconhecido
de79f005,1,aef6,fedba8eaabc5752761a243e9775bd2a9c6e0659a34bdb1a0c6921afbb26ee9b3,Adulto,Pequena,110****,menos que $100,E
0f9423bc,1,ccab,c193e965ace653c61dacc1fe32971beb6b5af35151566f8475644c33ec4698b0,Adulto,Pequena,345****,menos que $100,Desconhecido
d45f4888,0,ccab,51c18d9213f1cb7c6b834bcd90b2e17f1d562e32e720af09b8f9a30101d18323,Adulto,Sem familiares,372****,menos que $100,Desconhecido
5f0f4661,0,ccab,3a096bc5679078e1a264bd4ac2c4294a4c139cee2668aeb118c4dc9bfc1eb02c,Adulto,Sem familiares,349****,menos que $100,Desconhecido
bcbd731a,0,2cb8,c5a5208dd1239cd7df632243e064545078b175e9989d750245e7150fd235a1f4,Adulto,Sem familiares,218****,menos que $100,Desconhecido
4c9fe782,0,ccab,19d4af828ad7a66e009019882b845a4ae9553ba87d0b3bd0d154ae6400759b78,Adulto,Sem familiares,SOT****,menos que $100,Desconhecido
0b278ecb,0,ccab,29ce16da9a983d97ce0c72e1955135d55dcf95a50233ecd5a12079558d275ae0,Adulto,Sem familiares,SOT****,menos que $100,Desconhecido
82f70d17,0,ccab,e387ed573eeca37815c242e2794aa2e2377e6d8d33b7f62d17eb6911d8d61b8b,Adulto,Pequena,A/4****,menos que $100,Desconhecido
a70c0680,0,ccab,6012f76f6cb8e6bcb17645e40a140860ff16cf60abc49737cc81a35371bde16b,Adulto,Sem familiares,349****,menos que $100,Desconhecido
34b23d5d,0,ccab,84935a6ab64b640232ff59d136393f3404912a03caf425677c8968cf9b441a95,Adulto,Grande,349****,menos que $100,Desconhecido
f1a497df,0,ccab,806d1923ed6b6754cecabfc1c0e967320330d43a30f786e37c0f76f67470274e,Adulto,Sem familiares,268****,menos que $100,Desconhecido
63c56826,1,ccab,65a87b6a68507a2782bd3fdea2970997165acdbd7fabf7063d452896fdfd325e,Adulto,Sem familiares,350****,menos que $100,Desconhecido
3c888543,1,2cb8,cf0c66e59ba6579ff677f1c510059f839502fb63cf6e090c15aa4f79c63c1771,Senior,Sem familiares,S.W****,menos que $100,Desconhecido
0cc7145e,1,aef6,016f018ac43d9dc934184e680aaf23ec67c1325d2e8e642861153edd9e970fdc,Adulto,Pequena,117****,menos que $100,C
78bb2c43,1,aef6,92baadb2bf891d7e6f05c10c81ba09e0bdfe09af9afdb079eeb5a5e86d92f921,Adulto,Sem familiares,PC ****,menos que $100,E
a5baf262,1,ccab,746ace63679fc1e252bbe98e99dfcd0a4ced919ccc61380c95be0fcba65dd26d,Adulto,Sem familiares,143****,menos que $100,Desconhecido
022f801d,0,ccab,5a4a542d18188e9678ad804da185afa56acea6359a04e304343044f5268c6958,Menor,Sem familiares,A/4****,menos que $100,Desconhecido
f19a7df1,0,ccab,f03cd06ff68e40e854290d747bf98d9a04cdca0b7b817098e426583923301506,Adulto,Sem familiares,358****,menos que $100,Desconhecido
05ab3d11,1,2cb8,05c70fe5c75f9d0fa26cc6d8a56671ecdd7af46c2eeb242b0e31be8d9ad37310,Adulto,Sem familiares,243****,menos que $100,Desconhecido
1bc1de19,1,aef6,356b116defc0174e49e83f8dff4e4458655ca53d4f970883313d1e34058cb4f0,Adulto,Pequena,135****,menos que $100,E
1e92f6c1,0,ccab,cb2cf6abafd03058cc725096c2dbd85fa56bca8eabcd4a03ee309b15e1f6ead1,Adulto,Pequena,268****,menos que $100,Desconhecido
ef21dd27,1,ccab,f39de760a1492bb58a40ef62cd0875c00fbd481b17d929bbf55b2babec1fbcad,Adulto,Sem familiares,STO****,menos que $100,Desconhecido
24d2963e,1,2cb8,a3066bd75fbc0af01a155ca77aa14ec928fb84449c2bb3527db59ab1b04fa1f0,Adulto,Pequena,237****,menos que $100,Desconhecido
9adba9bb,1,aef6,0759f529b7012c1f95e117ef115b85e4852355cf2c79e9c88d7f02a5144e5374,Adulto,Pequena,174****,$100-$200,C
fdcd36fb,0,2cb8,dc2a52c0a3618ff4c9f53dc464c043aa7d66a718326a5d865cbde45b3e8c4fb9,Adulto,Sem familiares,284****,menos que $100,Desconhecido
7605d976,0,aef6,d83d187cb49cb0cae4d1e3866d19a7d6b0143dba651aa1671bbb02ea463bea75,Adulto,Sem familiares,130****,menos que $100,A
22e7b9d4,0,ccab,34f09b6272a10f82faed079991fd7a28441dba2c7ba18026934f4ac7cc5f7a60,Adulto,Sem familiares,341****,menos que $100,Desconhecido
09a40ec9,1,aef6,68142ad56cdadbe8aebc6e7c8a611aa8f1ab89d7d1914dbc275704d95dc208e2,Adulto,Pequena,110****,menos que $100,E
1b79a2e1,0,2cb8,d6519e9c57ccbc7c6b1d7d4e4f1a6d2f10a03343ca1438ba96cdd792ae15dff5,Adulto,Sem familiares,237****,menos que $100,Desconhecido
4643adad,1,aef6,96ce956c582e629e85c2f9f310001d291772445a3c8651d21514a8d675695a0f,Senior,Pequena,135****,menos que $100,B
c1edb2f4,0,ccab,8627909419c422d582cce2a6395d043d891e1c7b506b169842c2c2ea8374f221,Adulto,Sem familiares,149****,menos que $100,Desconhecido
1116ef60,0,ccab,b3c3805d14f91bfb58dc125162cce0d35a5ff64485ec646365475a1a0a4d6e7b,Adulto,Sem familiares,A./****,menos que $100,Desconhecido
5f91b04d,0,ccab,209dec4bfb50c339c0c99fd8e813f6192856b08949c24bf17ca163cadd96a4fd,Adulto,Sem familiares,STO****,menos que $100,Desconhecido
eb001d24,1,aef6,55b5670f50ea14e46801941237ea962a471ad9551d2ecc96061f0d6eaeb590f2,Adulto,Pequena,369****,menos que $100,D
a8ee7d95,0,ccab,949166157f0fc341bec4184b5654a5b8a2771a04be612c90e813c98881b6bf27,Adulto,Sem familiares,A/5****,menos que $100,Desconhecido
97512fe0,0,ccab,7c30ec2036d3d777c3712a40accf2d1b12d7577d008ae230d79225eccb323551,Adulto,Pequena,364****,menos que $100,Desconhecido
3fca592d,0,2cb8,e2e63de2b3a7ac349d896b57347d6d4f7728cb5700690f2a50015404ff7c7eed,Adulto,Pequena,SC/****,menos que $100,Desconhecido
b929b623,0,ccab,81503638b06982364a1a2efc4b6fe100f967cec370f19cd03f699cf9b5c5d18e,Adulto,Pequena,345****,menos que $100,Desconhecido
8f5f008f,1,2cb8,538c6f564d43c3499d32c841473caa5aeb016da8a3d81732352830f794a4235b,Adulto,Sem familiares,248****,menos que $100,Desconhecido
1639c612,0,ccab,e939d96256ff575cf2b38d30e285338e2af27c5cfb0d3e325efbd5e55ef31161,Adulto,Sem familiares,LIN****,menos que $100,Desconhecido
5304fdb7,0,ccab,ff18dbc22e99d4ccd5a926507a548d6704c20ef52d7da86368dbcc6770d3aac8,Adulto,Sem familiares,266****,menos que $100,Desconhecido
af3ab956,1,aef6,a8f2364272f632c3be0dd999cfc99873be322ab83600997e576d3ba426b78b7c,Adulto,Pequena,PC ****,menos que $100,A
b8b26651,1,2cb8,8867f25f8726e6df7519d10d1e928f58a6ed26d59f08daf003b9e7e8545ae9ad,Adulto,Pequena,243****,menos que $100,Desconhecido
39aba978,0,ccab,274b01d797aab3a3abb074b0eff7c9f87f9fc2229c5e3f689050812ea2affde5,Adulto,Sem familiares,349****,menos que $100,Desconhecido
7f23c721,0,aef6,53b171963e8595cd1144f0877ee24fa10a21ba2126d334f04c96dbf8656c6230,Adulto,Sem familiares,113****,menos que $100,Desconhecido
f2e6353b,0,ccab,d26af5166223bb358b85ca7e0877f3c5b89ed754ed2490e6d6876c0c6635af58,Adulto,Sem familiares,364****,menos que $100,Desconhecido
21aaf399,1,aef6,6fbb8f34b8bba5da929f8b690c760e2715b1cf81f1508bda29283cb24b2a81df,Adulto,Sem familiares,111****,menos que $100,Desconhecido
dcdb72d1,0,ccab,62a9a5fc71e62e908904740498e09137e369a40607cc770a4f70161401794f0b,Adulto,Pequena,349****,menos que $100,Desconhecido
089a1a20,0,ccab,810ef56a018d7d8c8a8edfb60e631402af2bb7c65f645f913b2e8781f7e7d1e0,Adulto,Sem familiares,349****,menos que $100,Desconhecido
c0d505e7,1,aef6,cc286f20d8bc8e4009c9d655e0ca2a6c44552b8b3ecfc4b173d1ac09b957aa4f,Adulto,Sem familiares,113****,menos que $100,Desconhecido
246a757d,1,2cb8,b1784c17de8debb0ee1a885cb5f4fc2ca3c23be6d07f90056b181d784cf5336b,Adulto,Pequena,SC/****,menos que $100,Desconhecido
8a2b48dd,1,aef6,d4fc652ee9d2909eccdf2b6ff81c5a54b66bf2093196df32069f97031a2bafe7,Adulto,Sem familiares,PC ****,$100-$200,C
e07903c7,0,ccab,5dc6eabbae40abfb70e2b7c9782d49e65c276f3726b28618d657305845f0e9a2,Adulto,Grande,347****,menos que $100,Desconhecido
cf60f6a1,0,ccab,92308fde2387a1eb7cb237672326798d47684a74699dbd4e005cf8e892c8de2d,Adulto,Sem familiares,SOT****,menos que $100,Desconhecido
5185c350,1,ccab,a38369c15e7517a0143aefb859eb55adb60d5cffd2a47d22b3756651a31ba3f2,Adulto,Pequena,367****,menos que $100,Desconhecido
ee8dd944,0,ccab,5d7638169707c2e04ced12c9bbde43574eef490fd6c7bb287cac2b71d7e6743c,Adulto,Sem familiares,370****,menos que $100,Desconhecido
8e58f754,0,ccab,f37984ce826288867ff38b11106faf5139882bf76ecf3d605e66d2702d642dda,Adulto,Sem familiares,364****,menos que $100,Desconhecido
d9a4d5b4,1,2cb8,6829697af6c85f6c8ff95e6dd6b925f3d89a2f1793ba7d9263e3c2fdfc180cb7,Adulto,Pequena,220****,menos que $100,Desconhecido
65a8bde5,0,ccab,453f49fa10cecc619f5e00a146b8cf4813910835713c77130920edb3d80591ed,Adulto,Pequena,347****,menos que $100,Desconhecido
41c3ca11,0,ccab,98ce1e1de87e16b8ac02ced1469dcee7a4cb6cf2aa3ebcb090fb7a6a494884be,Adulto,Pequena,A/5****,menos que $100,Desconhecido
a27ea68e,1,2cb8,3e58ae9866f453f2617bea44a4f47539c3015a1f1089d4cfb6868be71c9d2357,Menor,Pequena,230****,menos que $100,F
dbdef5cd,0,2cb8,86349156997594f19dceaa20f73927900e31aefd711bd633dbece9e35aea65ea,Adulto,Sem familiares,310****,menos que $100,Desconhecido
3ccda07b,0,ccab,19043a58d75a81060d3a84c451be405d40d12714d944362de9a164163cedeeac,Adulto,Pequena,265****,menos que $100,Desconhecido
4b3fe06d,1,aef6,656ebf958ca992c55b66d8f8674915dc34e579f8c187036e80149a9ae65e34d5,Adulto,Pequena,117****,menos que $100,D
a00feb03,1,ccab,247c56df7d4c28cb9babd258fb3c9c33dd237a3f43ffc91ea1009c40a32b7d75,Adulto,Pequena,265****,menos que $100,Desconhecido
b72dbe00,0,ccab,645af132b456d2e117600228ab8957983111528b1fba4c040f826c059a055396,Adulto,Sem familiares,350****,menos que $100,Desconhecido
8e8d110a,0,ccab,bbfbc2e00e1e2220bade7e5902ed24bc6768d7d00bb79d8f1ab81ef59ba92c24,Adulto,Sem familiares,546****,menos que $100,Desconhecido
7079b413,0,aef6,cb690458c699dcd64d19c91276b4f443479cf907123c5a9618a3ee2efaefcd87,Senior,Sem familiares,369****,menos que $100,D
ba459a4c,0,2cb8,0c425bd06847a5026998dc1b53eea2b9bbcd24477e061df5de7a2facaae05f88,Adulto,Sem familiares,219****,menos que $100,Desconhecido
faeede5e,1,aef6,07234507a8fcd7a972eaa47b822f38805658f3da8ba8ebebc26d0f323acdad90,Adulto,Sem familiares,135****,menos que $100,D
5eebbee8,0,ccab,d98ccca214dbb0527a8da27e68212ebfb20e32879031b4fbfa8e97e22512740b,Adulto,Sem familiares,349****,menos que $100,Desconhecido
68dc6695,0,ccab,35323e1dc63579cfeb4b1b966c021a7210a780be5f67df2e12971a23e759dc67,Adulto,Sem familiares,334****,menos que $100,Desconhecido
e77e4091,1,aef6,1d1d69ce24957bef763f3e11f7831d79e157e365f8ed1b235f201001fbc43aaa,Senior,Sem familiares,270****,menos que $100,A
5c82b230,0,ccab,cf80bc3bc8ad0338d65c814981c6f4a5c42cd9c000053cc25a776d600dfedc03,Adulto,Sem familiares,347****,menos que $100,Desconhecido
6bdc25c1,1,aef6,112c37366ab3e9ff88dbe47c3eb9b4d91f9cd951ce5fd4b814e590992c764ab7,Adulto,Sem familiares,132****,menos que $100,B
919ee8d6,0,aef6,a19be479b00d14e0aef01cabdebb92680c4fc52498d4ba543fdf27d1b8ec772b,Adulto,Sem familiares,112****,menos que $100,Desconhecido
c6956bf5,0,ccab,ae82544da1e6880ea46d0d99f5f7af561ee52f9cc86ac2536b59a79a120d1cd6,Menor,Grande,347****,menos que $100,Desconhecido
ca3a84c1,1,2cb8,22ad48dcc078f33d934b94464e2db59e3967ff0ed98f74346718035380c47929,Adulto,Sem familiares,237****,menos que $100,Desconhecido
06e4f37c,0,ccab,9939fa10be469e3496f55201a5237d419f32e12f044dd6e7d6a7b2c067cabe43,Adulto,Sem familiares,STO****,menos que $100,Desconhecido
77e0da51,0,2cb8,3c28afaf620569716fff51cae3516f05988209d1745a01890746b586054e3b76,Adulto,Pequena,C.A****,menos que $100,Desconhecido
f5087683,0,ccab,7439720c4cdc98013f8f1a63d6bf668b9bfe8b5e9961a6eb0960e1bbb54992b2,Adulto,Grande,310****,menos que $100,Desconhecido
c3df9ce9,0,ccab,449ef5d2ea07bd55486937986c0646d6aca5bea25bfd12857afeb611de244b98,Adulto,Pequena,376****,menos que $100,Desconhecido
50bdd07a,0,ccab,1b502a60e5b33355461a200146bfd2806b3fd5a8c7f1ccba3e1f2341304998e5,Adulto,Sem familiares,350****,menos que $100,Desconhecido
32452b7e,1,aef6,7678fb9fc7ff87e0eb5cfa7004b4ccfb4b304fcf7bab0af39c5bf96e29182bad,Adulto,Sem familiares,PC ****,menos que $100,B
0ccf5775,0,ccab,1eb6305e2a7a93384fb729746da9de418e115c5a63e050fa35dbff6e0b1291bb,Menor,Grande,347****,menos que $100,Desconhecido
e4ef5c73,1,ccab,f3a32bc33389ea3b3c384727255b68072d48d64a883ebd186f1078f96f861403,Adulto,Sem familiares,160****,menos que $100,Desconhecido
d07de21e,1,ccab,3f626c3b8420e7f8a40a6d7af65404d71eb42a5ab6c388cc1e2bb80e55b05f80,Menor,Pequena,266****,menos que $100,Desconhecido
0dfd6762,1,aef6,bc559284bb0bf33e5e72e42afb5b743ba4de447f1c8305e9af596198be3721ac,Adulto,Pequena,PC ****,menos que $100,D
c3f7ec70,0,ccab,1ad985d2ca83860d7ababac50811e110344111aa38c2941ef95fad41e70ce55b,Adulto,Sem familiares,349****,menos que $100,Desconhecido
80536581,1,aef6,7aaefe701b1d63368cdab824bbbe75d16bf6a55472aa9d38b8664d07c6cc34f6,Adulto,Sem familiares,132****,menos que $100,A
b38431d7,0,ccab,a76c556549d1f2b253a8887e2e7d9363d659e4dfa6a05b6d125bccf7d606e2bf,Adulto,Sem familiares,S.O****,menos que $100,Desconhecido
9c4b1906,1,ccab,b8c3d7a52163ba57a68198d3d8aa30c224c4b334c730a447a901694026f5cda1,Adulto,Sem familiares,CA.****,menos que $100,Desconhecido
bba06813,0,ccab,6cf24f72cd8fe0b4107c5a29b5150bf1ac8b7a417e58a2b6672e78540828aeb5,Adulto,Sem familiares,349****,menos que $100,Desconhecido
fe6f4566,1,2cb8,32c7d9197ad390ba4ba60ab1528a59e74b7decff207f418c520175ccfaf97ea9,Adulto,Pequena,231****,menos que $100,Desconhecido
13b49006,0,ccab,54466da8fd6ee1bb861822d5b9c981a4bd8001932d2f1b5d150c3359cac5662c,Adulto,Sem familiares,847****,menos que $100,Desconhecido
c4811c6b,1,ccab,b57df950867b9a2f53d9d330556549fa0d100a6f78ebd1b054e3796fd84341a5,Adulto,Sem familiares,330****,menos que $100,Desconhecido
72819ace,0,ccab,086694000c28d28338c7fd8beaa509254f14cd37792f58fecd15505c4f1935d7,Adulto,Sem familiares,365****,menos que $100,Desconhecido
ee3474f4,0,2cb8,3509fab8a7a85ce3dbfbb985a4211b9b0fcc7421fba3b25be9c9b9b0d8902c66,Adulto,Pequena,S.O****,menos que $100,Desconhecido
fb045fc1,0,ccab,05187331815d2084bcc19705316eebc009d4b5f25087b722faf04ae1b8b134c3,Adulto,Sem familiares,349****,menos que $100,Desconhecido
778f71fa,0,ccab,57d4659357c4f516f65d7fe6846ac68f91ab3871bf81ae1edcda7f20da54693d,Adulto,Pequena,364****,menos que $100,Desconhecido
d6fe36a7,0,2cb8,7daa934cc165bd3f58693ac4a01720926fb4707ba6c0f5ee495f69b535c20238,Adulto,Sem familiares,297****,menos que $100,Desconhecido
030a46db,0,aef6,3d8691fc2a5e6f751eebecd94db45e3f7caf0b17dbc85b3b7f8a3d6fc54587e8,Adulto,Pequena,352****,$100-$200,D
4673803e,1,aef6,1e2c39539199331f561881b8760f076ff9a28f524003ed7001e51733216b1fb7,Adulto,Pequena,PC ****,$100-$200,Desconhecido
3ac3cd84,0,ccab,4ed4b7398f07d362adadde4f8eb8ed6b660431e2fcb1e7c5390288b4d452bfd0,Adulto,Sem familiares,262****,menos que $100,Desconhecido
6fbde96b,0,aef6,520778719e04499882a5902c0b93f3a805dfbc060e13edc7fe885bc891db2a02,Adulto,Sem familiares,572****,menos que $100,E
f21b1397,0,ccab,47ae489025238bc9d4f270091b5cc10a97312991d066b84eb6dfffadb875043e,Adulto,Sem familiares,349****,menos que $100,Desconhecido
f6c6548a,1,ccab,2546836216f7f9d850b658144dd1331f5d2f9627b97430c6a360f18adae82788,Adulto,Pequena,STO****,menos que $100,Desconhecido
cdecfb68,0,2cb8,ad7f2958ab9392cfa63b7056feda4e439f89b5683e957914623d040f88913eaf,Adulto,Pequena,S.O****,menos que $100,Desconhecido
3a8d2909,0,2cb8,9372c8b0aa7519cc87e8c9c75687f9e3b6a25f8e5bd1347acf43ce2191de42ad,Adulto,Sem familiares,234****,menos que $100,Desconhecido
856bd717,0,ccab,d66d6beb9842961567a164a26b054133add1b7a1a19749a164388015e5824515,Adulto,Sem familiares,312****,menos que $100,Desconhecido
bec9c97a,0,ccab,3027ae16bc1fefdde696dced5376dc57419049c98eadd9dba360056911f61a69,Adulto,Sem familiares,A/5****,menos que $100,Desconhecido
3da20e2b,1,aef6,198933711bef6fe6371e8babaab0e3db0849eb11cea16cba7828a2179bde414d,Adulto,Pequena,199****,menos que $100,C
bf4e04e0,1,2cb8,81d22e6998a8ddbf0735d64226a56b586ac0a84f7422d1dc405ffc3a572a90be,Adulto,Pequena,297****,menos que $100,Desconhecido
51836b58,0,aef6,4a344bf64546516e6e214a93c8ae7dd59b9a686036bec0e20f0bf4c3b21e9891,Adulto,Pequena,F.C****,menos que $100,B
6b54f71d,0,2cb8,87330728335ad60a416812f12f4c96046e6f3fa48982075d4afd1dae74126eeb,Senior,Sem familiares,C.A****,menos que $100,Desconhecido
e7affa51,1,2cb8,a355857c3e517eb87337e16298c178b4c4370a81476a15ef1ed267bec8292460,Adulto,Sem familiares,244****,menos que $100,Desconhecido
183c4314,0,2cb8,97b9ff3f45374013df5b914b5ffd408df5cc9b13292cdf6ec3b612e698ad6f2c,Adulto,Sem familiares,239****,menos que $100,Desconhecido
1026f957,0,ccab,01788f3bb8605f13a64333aa3584a3d8fea98fdd5e413227ea710c6a2ef22620,Adulto,Sem familiares,349****,menos que $100,Desconhecido
667dda4d,0,ccab,6cbda2c3e21a9977a80e7fc2f76a0ca496fadf38115c3a9b3bc2e87c987af6ab,Adulto,Sem familiares,342****,menos que $100,Desconhecido
5033dc86,1,ccab,74e8664af9f1fe2a1373753f0f9a9fd4f1014c6b59eb8ac1bd67f6685427c280,Adulto,Sem familiares,413****,menos que $100,Desconhecido
05bcbba2,0,ccab,d9ed48aca1a6d72d99f9d3981174022a917466aec3dcafec309e4b7914fc3fa2,Adulto,Grande,CA ****,menos que $100,Desconhecido
95d43d75,1,aef6,55a71b8872e6878971fe7a0219629a4e18e7e284fa18d10a672ea199f34521da,Adulto,Pequena,PC ****,$500+,B
