PassengerId,Survived,Pclass,Age,SibSp,Parch,Ticket,Fare,Cabin,Name_Hash
599,0,3,28,0,0,2664,7.225,Desconhecido,ff18dbc22e99d4ccd5a926507a548d6704c20ef52d7da86368dbcc6770d3aac8
600,1,1,49,1,0,PC 17485,56.9292,A20,a8f2364272f632c3be0dd999cfc99873be322ab83600997e576d3ba426b78b7c
601,1,2,24,2,1,243847,27.0,Desconhecido,8867f25f8726e6df7519d10d1e928f58a6ed26d59f08daf003b9e7e8545ae9ad
602,0,3,28,0,0,349214,7.8958,Desconhecido,274b01d797aab3a3abb074b0eff7c9f87f9fc2229c5e3f689050812ea2affde5
603,0,1,28,0,0,113796,42.4,Desconhecido,53b171963e8595cd1144f0877ee24fa10a21ba2126d334f04c96dbf8656c6230
604,0,3,44,0,0,364511,8.05,Desconhecido,d26af5166223bb358b85ca7e0877f3c5b89ed754ed2490e6d6876c0c6635af58
605,1,1,35,0,0,111426,26.55,Desconhecido,6fbb8f34b8bba5da929f8b690c760e2715b1cf81f1508bda29283cb24b2a81df
606,0,3,36,1,0,349910,15.55,Desconhecido,62a9a5fc71e62e908904740498e09137e369a40607cc770a4f70161401794f0b
607,0,3,30,0,0,349246,7.8958,Desconhecido,810ef56a018d7d8c8a8edfb60e631402af2bb7c65f645f913b2e8781f7e7d1e0
608,1,1,27,0,0,113804,30.5,Desconhecido,cc286f20d8bc8e4009c9d655e0ca2a6c44552b8b3ecfc4b173d1ac09b957aa4f
609,1,2,22,1,2,SC/Paris 2123,41.5792,Desconhecido,b1784c17de8debb0ee1a885cb5f4fc2ca3c23be6d07f90056b181d784cf5336b
610,1,1,40,0,0,PC 17582,153.4625,C125,d4fc652ee9d2909eccdf2b6ff81c5a54b66bf2093196df32069f97031a2bafe7
611,0,3,39,1,5,347082,31.275,Desconhecido,5dc6eabbae40abfb70e2b7c9782d49e65c276f3726b28618d657305845f0e9a2
612,0,3,28,0,0,SOTON/O.Q. 3101305,7.05,Desconhecido,92308fde2387a1eb7cb237672326798d47684a74699dbd4e005cf8e892c8de2d
613,1,3,28,1,0,367230,15.5,Desconhecido,a38369c15e7517a0143aefb859eb55adb60d5cffd2a47d22b3756651a31ba3f2
614,0,3,28,0,0,370377,7.75,Desconhecido,5d7638169707c2e04ced12c9bbde43574eef490fd6c7bb287cac2b71d7e6743c
615,0,3,35,0,0,364512,8.05,Desconhecido,f37984ce826288867ff38b11106faf5139882bf76ecf3d605e66d2702d642dda
616,1,2,24,1,2,220845,65.0,Desconhecido,6829697af6c85f6c8ff95e6dd6b925f3d89a2f1793ba7d9263e3c2fdfc180cb7
617,0,3,34,1,1,347080,14.4,Desconhecido,453f49fa10cecc619f5e00a146b8cf4813910835713c77130920edb3d80591ed
618,0,3,26,1,0,A/5. 3336,16.1,Desconhecido,98ce1e1de87e16b8ac02ced1469dcee7a4cb6cf2aa3ebcb090fb7a6a494884be
619,1,2,4,2,1,230136,39.0,F4,3e58ae9866f453f2617bea44a4f47539c3015a1f1089d4cfb6868be71c9d2357
620,0,2,26,0,0,31028,10.5,Desconhecido,86349156997594f19dceaa20f73927900e31aefd711bd633dbece9e35aea65ea
621,0,3,27,1,0,2659,14.4542,Desconhecido,19043a58d75a81060d3a84c451be405d40d12714d944362de9a164163cedeeac
622,1,1,42,1,0,11753,52.5542,D19,656ebf958ca992c55b66d8f8674915dc34e579f8c187036e80149a9ae65e34d5
623,1,3,20,1,1,2653,15.7417,Desconhecido,247c56df7d4c28cb9babd258fb3c9c33dd237a3f43ffc91ea1009c40a32b7d75
624,0,3,21,0,0,350029,7.8542,Desconhecido,645af132b456d2e117600228ab8957983111528b1fba4c040f826c059a055396
625,0,3,21,0,0,54636,16.1,Desconhecido,bbfbc2e00e1e2220bade7e5902ed24bc6768d7d00bb79d8f1ab81ef59ba92c24
626,0,1,61,0,0,36963,32.3208,D50,cb690458c699dcd64d19c91276b4f443479cf907123c5a9618a3ee2efaefcd87
627,0,2,57,0,0,219533,12.35,Desconhecido,0c425bd06847a5026998dc1b53eea2b9bbcd24477e061df5de7a2facaae05f88
628,1,1,21,0,0,13502,77.9583,D9,07234507a8fcd7a972eaa47b822f38805658f3da8ba8ebebc26d0f323acdad90
629,0,3,26,0,0,349224,7.8958,Desconhecido,d98ccca214dbb0527a8da27e68212ebfb20e32879031b4fbfa8e97e22512740b
630,0,3,28,0,0,334912,7.7333,Desconhecido,35323e1dc63579cfeb4b1b966c021a7210a780be5f67df2e12971a23e759dc67
631,1,1,80,0,0,27042,30.0,A23,1d1d69ce24957bef763f3e11f7831d79e157e365f8ed1b235f201001fbc43aaa
632,0,3,51,0,0,347743,7.0542,Desconhecido,cf80bc3bc8ad0338d65c814981c6f4a5c42cd9c000053cc25a776d600dfedc03
633,1,1,32,0,0,13214,30.5,B50,112c37366ab3e9ff88dbe47c3eb9b4d91f9cd951ce5fd4b814e590992c764ab7
634,0,1,28,0,0,112052,0.0,Desconhecido,a19be479b00d14e0aef01cabdebb92680c4fc52498d4ba543fdf27d1b8ec772b
635,0,3,9,3,2,347088,27.9,Desconhecido,ae82544da1e6880ea46d0d99f5f7af561ee52f9cc86ac2536b59a79a120d1cd6
636,1,2,28,0,0,237668,13.0,Desconhecido,22ad48dcc078f33d934b94464e2db59e3967ff0ed98f74346718035380c47929
637,0,3,32,0,0,STON/O 2. 3101292,7.925,Desconhecido,9939fa10be469e3496f55201a5237d419f32e12f044dd6e7d6a7b2c067cabe43
638,0,2,31,1,1,C.A. 31921,26.25,Desconhecido,3c28afaf620569716fff51cae3516f05988209d1745a01890746b586054e3b76
639,0,3,41,0,5,3101295,39.6875,Desconhecido,7439720c4cdc98013f8f1a63d6bf668b9bfe8b5e9961a6eb0960e1bbb54992b2
640,0,3,28,1,0,376564,16.1,Desconhecido,449ef5d2ea07bd55486937986c0646d6aca5bea25bfd12857afeb611de244b98
641,0,3,20,0,0,350050,7.8542,Desconhecido,1b502a60e5b33355461a200146bfd2806b3fd5a8c7f1ccba3e1f2341304998e5
642,1,1,24,0,0,PC 17477,69.3,B35,7678fb9fc7ff87e0eb5cfa7004b4ccfb4b304fcf7bab0af39c5bf96e29182bad
643,0,3,2,3,2,347088,27.9,Desconhecido,1eb6305e2a7a93384fb729746da9de418e115c5a63e050fa35dbff6e0b1291bb
644,1,3,28,0,0,1601,56.4958,Desconhecido,f3a32bc33389ea3b3c384727255b68072d48d64a883ebd186f1078f96f861403
645,1,3,0,2,1,2666,19.2583,Desconhecido,3f626c3b8420e7f8a40a6d7af65404d71eb42a5ab6c388cc1e2bb80e55b05f80
646,1,1,48,1,0,PC 17572,76.7292,D33,bc559284bb0bf33e5e72e42afb5b743ba4de447f1c8305e9af596198be3721ac
647,0,3,19,0,0,349231,7.8958,Desconhecido,1ad985d2ca83860d7ababac50811e110344111aa38c2941ef95fad41e70ce55b
648,1,1,56,0,0,13213,35.5,A26,7aaefe701b1d63368cdab824bbbe75d16bf6a55472aa9d38b8664d07c6cc34f6
649,0,3,28,0,0,S.O./P.P. 751,7.55,Desconhecido,a76c556549d1f2b253a8887e2e7d9363d659e4dfa6a05b6d125bccf7d606e2bf
650,1,3,23,0,0,CA. 2314,7.55,Desconhecido,b8c3d7a52163ba57a68198d3d8aa30c224c4b334c730a447a901694026f5cda1
651,0,3,28,0,0,349221,7.8958,Desconhecido,6cf24f72cd8fe0b4107c5a29b5150bf1ac8b7a417e58a2b6672e78540828aeb5
652,1,2,18,0,1,231919,23.0,Desconhecido,32c7d9197ad390ba4ba60ab1528a59e74b7decff207f418c520175ccfaf97ea9
653,0,3,21,0,0,8475,8.4333,Desconhecido,54466da8fd6ee1bb861822d5b9c981a4bd8001932d2f1b5d150c3359cac5662c
654,1,3,28,0,0,330919,7.8292,Desconhecido,b57df950867b9a2f53d9d330556549fa0d100a6f78ebd1b054e3796fd84341a5
655,0,3,18,0,0,365226,6.75,Desconhecido,086694000c28d28338c7fd8beaa509254f14cd37792f58fecd15505c4f1935d7
656,0,2,24,2,0,S.O.C. 14879,73.5,Desconhecido,3509fab8a7a85ce3dbfbb985a4211b9b0fcc7421fba3b25be9c9b9b0d8902c66
657,0,3,28,0,0,349223,7.8958,Desconhecido,05187331815d2084bcc19705316eebc009d4b5f25087b722faf04ae1b8b134c3
658,0,3,32,1,1,364849,15.5,Desconhecido,57d4659357c4f516f65d7fe6846ac68f91ab3871bf81ae1edcda7f20da54693d
659,0,2,23,0,0,29751,13.0,Desconhecido,7daa934cc165bd3f58693ac4a01720926fb4707ba6c0f5ee495f69b535c20238
660,0,1,58,0,2,35273,113.275,D48,3d8691fc2a5e6f751eebecd94db45e3f7caf0b17dbc85b3b7f8a3d6fc54587e8
661,1,1,50,2,0,PC 17611,133.65,Desconhecido,1e2c39539199331f561881b8760f076ff9a28f524003ed7001e51733216b1fb7
662,0,3,40,0,0,2623,7.225,Desconhecido,4ed4b7398f07d362adadde4f8eb8ed6b660431e2fcb1e7c5390288b4d452bfd0
663,0,1,47,0,0,5727,25.5875,E58,520778719e04499882a5902c0b93f3a805dfbc060e13edc7fe885bc891db2a02
664,0,3,36,0,0,349210,7.4958,Desconhecido,47ae489025238bc9d4f270091b5cc10a97312991d066b84eb6dfffadb875043e
665,1,3,20,1,0,STON/O 2. 3101285,7.925,Desconhecido,2546836216f7f9d850b658144dd1331f5d2f9627b97430c6a360f18adae82788
666,0,2,32,2,0,S.O.C. 14879,73.5,Desconhecido,ad7f2958ab9392cfa63b7056feda4e439f89b5683e957914623d040f88913eaf
667,0,2,25,0,0,234686,13.0,Desconhecido,9372c8b0aa7519cc87e8c9c75687f9e3b6a25f8e5bd1347acf43ce2191de42ad
668,0,3,28,0,0,312993,7.775,Desconhecido,d66d6beb9842961567a164a26b054133add1b7a1a19749a164388015e5824515
669,0,3,43,0,0,A/5 3536,8.05,Desconhecido,3027ae16bc1fefdde696dced5376dc57419049c98eadd9dba360056911f61a69
670,1,1,28,1,0,19996,52.0,C126,198933711bef6fe6371e8babaab0e3db0849eb11cea16cba7828a2179bde414d
671,1,2,40,1,1,29750,39.0,Desconhecido,81d22e6998a8ddbf0735d64226a56b586ac0a84f7422d1dc405ffc3a572a90be
672,0,1,31,1,0,F.C. 12750,52.0,B71,4a344bf64546516e6e214a93c8ae7dd59b9a686036bec0e20f0bf4c3b21e9891
673,0,2,70,0,0,C.A. 24580,10.5,Desconhecido,87330728335ad60a416812f12f4c96046e6f3fa48982075d4afd1dae74126eeb
674,1,2,31,0,0,244270,13.0,Desconhecido,a355857c3e517eb87337e16298c178b4c4370a81476a15ef1ed267bec8292460
675,0,2,28,0,0,239856,0.0,Desconhecido,97b9ff3f45374013df5b914b5ffd408df5cc9b13292cdf6ec3b612e698ad6f2c
676,0,3,18,0,0,349912,7.775,Desconhecido,01788f3bb8605f13a64333aa3584a3d8fea98fdd5e413227ea710c6a2ef22620
677,0,3,24,0,0,342826,8.05,Desconhecido,6cbda2c3e21a9977a80e7fc2f76a0ca496fadf38115c3a9b3bc2e87c987af6ab
678,1,3,18,0,0,4138,9.8417,Desconhecido,74e8664af9f1fe2a1373753f0f9a9fd4f1014c6b59eb8ac1bd67f6685427c280
679,0,3,43,1,6,CA 2144,46.9,Desconhecido,d9ed48aca1a6d72d99f9d3981174022a917466aec3dcafec309e4b7914fc3fa2
680,1,1,36,0,1,PC 17755,512.3292,B51 B53 B55,55a71b8872e6878971fe7a0219629a4e18e7e284fa18d10a672ea199f34521da
681,0,3,28,0,0,330935,8.1375,Desconhecido,008151d7bd3206db17c217ed6a70c92ccc9561ed7d999f6fc185a661fb08e7c8
682,1,1,27,0,0,PC 17572,76.7292,D49,b8438b28012252377b7bb0086bde251754ffc5d0588d20e09aeb2c114d685a51
683,0,3,20,0,0,6563,9.225,Desconhecido,4decaeb66a8d1f9361fa7de7c05e2a79f1317ac2a45b4b6cee3e205b47293223
684,0,3,14,5,2,CA 2144,46.9,Desconhecido,6c52c99a4c3485dad2a37eb511ede2d733f21935709db7f85fc4388980585c11
685,0,2,60,1,1,29750,39.0,Desconhecido,52169e560e492c433ae1628fc73be260763d3fb29672383d24a5827cf2589b4d
686,0,2,25,1,2,SC/Paris 2123,41.5792,Desconhecido,d0ee488e97ce91b0485160d4aa86c708c460ba5f0213b7d8a177e55fc34f7b3f
687,0,3,14,4,1,3101295,39.6875,Desconhecido,8bedf768a72de2e1f93888e41d68d3ba3add173a52e66923ce10ce597ca7caae
688,0,3,19,0,0,349228,10.1708,Desconhecido,bea49cfd490474173709f4068cb84d2bb5886c63e03942d79a8647b92e20ebe8
689,0,3,18,0,0,350036,7.7958,Desconhecido,4ff4ee9d24b4df3d61af810c11c4bbf0f64315f9d70aec9aed4da97655d162e5
690,1,1,15,0,1,24160,211.3375,B5,9c009813f75e1d99d57ffbf0e6cadf4fe5e76167bcd31da7728280d91391b5cb
691,1,1,31,1,0,17474,57.0,B20,e779c2f0d1ad595939445c36e68a53c66dff1d0b7ddba3006373e2795db872d9
692,1,3,4,0,1,349256,13.4167,Desconhecido,e33459987d348cfd4716d96f9c2ef69313038d7291e627dc3972f302280580d9
693,1,3,28,0,0,1601,56.4958,Desconhecido,de50f2cbd0fd1ef91221730eb83019edc640a646a7f045b8e8beda3851f164fa
694,0,3,25,0,0,2672,7.225,Desconhecido,cc989349627cf57f3cf1d0b0be85add5a93f3866aff55f79256c81ef3fc573ba
695,0,1,60,0,0,113800,26.55,Desconhecido,b64728dad364acc82bf4b441ee28500559d93579e56fa4047dfdd8c84a84012e
696,0,2,52,0,0,248731,13.5,Desconhecido,5989d118575eae6ba7e8007cfb502d8a0e46bfa2c54e05ce76209249dd1552b2
697,0,3,44,0,0,363592,8.05,Desconhecido,21b9b938546871fbecb9777a48d42a51e04558279b987fdd3077be28ba2a0d3e
698,1,3,28,0,0,35852,7.7333,Desconhecido,a1d348cc1ecd991bb7b2380f1d4eabdaeebfb8dd7747401a200c440d83f26894
699,0,1,49,1,1,17421,110.8833,C68,f47301c9a6bb2fd4e07293881a14e72ec9ff52b1e85ec671d62c8dbf29049555
700,0,3,42,0,0,348121,7.65,F G63,a707bb15262ce3a89b4ea5b6dacb64d8965bfa090370b3ff8e86bc3d63574abb
701,1,1,18,1,0,PC 17757,227.525,C62 C64,50c7c231d452ae746d6d2670ac41fcb41d220933f50cc9bb0ed777b202e3cc47
702,1,1,35,0,0,PC 17475,26.2875,E24,b20542c15d08f2cf2ad2286f5a1ff4a7d12080a090954be409db3602341f5b32
703,0,3,18,0,1,2691,14.4542,Desconhecido,0f748dfd78b68c08be67fdc6b8ca942e5f681c8890d088885f26d34164c6f40d
704,0,3,25,0,0,36864,7.7417,Desconhecido,2e7c0b78fdc907e69be9f07be8cfc79b57122c0468c96198f0ca7b0ab3cf4548
705,0,3,26,1,0,350025,7.8542,Desconhecido,b51e9b7ebdc485583a91e7703a24de7f85f5ec69beed320a7fc6f84c7ad019db
706,0,2,39,0,0,250655,26.0,Desconhecido,8c85cbce4e8b4066413078a0decbfc049540ce76c5660b49ecee9affd481c3a6
707,1,2,45,0,0,223596,13.5,Desconhecido,05119957492ce040a7eed699d8ec40af1d4d0d1c3218a2f80d6cc340c7020790
708,1,1,42,0,0,PC 17476,26.2875,E24,0597d25e3bc7852fcbbf18a30e45bb76b81e647ae0d9e00a0f35123db8ef030d
709,1,1,22,0,0,113781,151.55,Desconhecido,78204c71c7f573f105894b11f589bdea920c6afb8b22b5d7b488fc3e08822d8a
710,1,3,28,1,1,2661,15.2458,Desconhecido,89b444cd44a5e98d67a57c98bebb7c925f1e4f9eb058bba9cabc4c567e08827f
711,1,1,24,0,0,PC 17482,49.5042,C90,0b6a7105240be748941de2d30d7ae84b11e37b811254cccfa1ecf526a0a191e0
712,0,1,28,0,0,113028,26.55,C124,740a4730a2d6f18e619dc0268c4a7965b3a6a3ebe3dc22d5692201edb686dfb3
713,1,1,48,1,0,19996,52.0,C126,1681423d4a977f3e37c61a41d8c33f4241d49913f979f748a0558a720b0713b3
714,0,3,29,0,0,7545,9.4833,Desconhecido,82dc923b2eeaf1c3cf9689b044e2f71e4f5dd647f3f7b4386aedeaf37ad71850
715,0,2,52,0,0,250647,13.0,Desconhecido,49a9eb5ba707665681695735d93e9c9b9f38ba2e6231e15a2720a647f051f997
716,0,3,19,0,0,348124,7.65,F G73,54c1fcd58936f7faaccec2643607729573ab0a332a03dfbca38b729b27f747eb
717,1,1,38,0,0,PC 17757,227.525,C45,c1de2d8b2b7146c74544461203c9b656ba0a70f2b9c53d79790ef82960b2ba35
718,1,2,27,0,0,34218,10.5,E101,ec8da00942b737ff6adcd6f31e429d24d9989561e44bd3ef458a7e4a95877745
719,0,3,28,0,0,36568,15.5,Desconhecido,722ce1334fec43c53a20ed0b71e1d8299f0af6e186b3939caa955de591303388
720,0,3,33,0,0,347062,7.775,Desconhecido,25e157232d8820fd85d3b1b59839c3289e8dc17b0bbc23c41923d785a108871c
721,1,2,6,0,1,248727,33.0,Desconhecido,c137c1cfdc248cdb774d0c968c4835a08bf8f326a9ef5c5e9777505ba3282484
722,0,3,17,1,0,350048,7.0542,Desconhecido,1094314459d79565c4616e58da98d6f099e08c78269a1058ef8b40b1e7b33d0f
723,0,2,34,0,0,12233,13.0,Desconhecido,a741d2bc27951bb404a7b39c253f4e99db634d0d40f997cabba681ae6fa15303
724,0,2,50,0,0,250643,13.0,Desconhecido,d599cf64c4187ed13d2ca1a1e03cda411a9c6c20c661d83de06329eadd230df3
725,1,1,27,1,0,113806,53.1,E8,e358882a0090c81764d41caefcbb1a5c5fd5cb9a65d0cdea32692da9400583d4
726,0,3,20,0,0,315094,8.6625,Desconhecido,98fef60c9cc3c4e04f5efa51f218936e97d3c8a7d5ab25f69d56250e85911f0a
727,1,2,30,3,0,31027,21.0,Desconhecido,36d543e25ae816f6f07221b91ae7b9effd66e030204bbce441d0008bdf9ae1dd
728,1,3,28,0,0,36866,7.7375,Desconhecido,253304d8b74f0edcb26b1d91e607780c368cbde82d811798b9b1ba3b306ddfc3
729,0,2,25,1,0,236853,26.0,Desconhecido,f5b560dd4808cb47d18541b30a7bb880f70c2d15d3b60d4a470dfd9b18842384
730,0,3,25,1,0,STON/O2. 3101271,7.925,Desconhecido,ba6591cb48b38c0169d0b4890a5bce8ca1b1e9d059de42ddb72213f3a29ae5cd
731,1,1,29,0,0,24160,211.3375,B5,d0c662bc81d15ae4b03de14536d940dfc8cdd00bec2cc9df19d876649cd39b10
732,0,3,11,0,0,2699,18.7875,Desconhecido,40abf7c7144b1d4e1490ff0e1f8dcb67be4c09b8768e577a7f07cd5461bc4b77
733,0,2,28,0,0,239855,0.0,Desconhecido,68f0f5672bd07b318cccb4e917623346448d6292ee9146ec8dd16069d068e765
734,0,2,23,0,0,28425,13.0,Desconhecido,20b0dc445a829768b500f616c97af9bd4e8868bff1c9df5c7e1c3cf4ce1818c3
735,0,2,23,0,0,233639,13.0,Desconhecido,be397f508868e771dd4428e00260f3997e1eb87ec24753b44f9db9fb895d00e3
736,0,3,28,0,0,54636,16.1,Desconhecido,ca12c6f2ef96e666d8313bb3ffd1d852fb81144cbf6535a567b078d3a99b44e9
737,0,3,48,1,3,W./C. 6608,34.375,Desconhecido,7b8cb670186a9fe93c94fcd2604412d01b0ba28d4d4d3adb67c8c1f0f0f33e6c
738,1,1,35,0,0,PC 17755,512.3292,B101,4638f047e16067ac977368716ff45546389caa549d45c352fa2b2b8ee1582633
739,0,3,28,0,0,349201,7.8958,Desconhecido,f2ae23dcbb9d3dadce116ef6ca454dfd3f4e68fa1971726cab2d4706ab8f1df7
740,0,3,28,0,0,349218,7.8958,Desconhecido,7b3a0dd32d0b37e430b573dc5b417b17ac1cfed96d1c107dc7397a6839f51eab
741,1,1,28,0,0,16988,30.0,D45,07d0e5166fcdea6146440dec226bbdc38f6c7195f98a665dde864a9977e38893
742,0,1,36,1,0,19877,78.85,C46,58c33b15490c814cc50b2668386dfda37500f1efd386aa73d6eb2928e335786d
743,1,1,21,2,2,PC 17608,262.375,B57 B59 B63 B66,0a66881742a648c78b228335168eb0e7be67d383ede6dcc923971de4fafba08e
744,0,3,24,1,0,376566,16.1,Desconhecido,f73e62e898170b35e13a6288bdcd776a72c4ec2c5761f1c7ec1ceef729ec6f0e
745,1,3,31,0,0,STON/O 2. 3101288,7.925,Desconhecido,c32e924fc5c105484946e7193528aa32691239e2cd796b974e8b77d085ac0b96
746,0,1,70,1,1,WE/P 5735,71.0,B22,449885c7d74c74dcd789a6883f5976947996e6b3710086ed8f64d21a3d9e16b9
747,0,3,16,1,1,C.A. 2673,20.25,Desconhecido,d4367c5883f5df64d1f0495ad335f823de4c204db056a6b78c13214ac25300a1
748,1,2,30,0,0,250648,13.0,Desconhecido,57a6abe21f8d00e934b15083532b48d9cafdaf5cab6dcfb787bead6a606ac31f
749,0,1,19,1,0,113773,53.1,D30,4769164e555d0c3939a17f1e31a0ec65f6244f0feca78ba01630d324be146102
750,0,3,31,0,0,335097,7.75,Desconhecido,90df8f1c5fbe9a612f3a4ae48aa6d8956f6ffd5e35dd92782e6eb0efe2d3785f
751,1,2,4,1,1,29103,23.0,Desconhecido,2cfe18ec5fe352b82cb3c8a4f376ce17819dda6d9a117b03d03b877c4e667860
752,1,3,6,0,1,392096,12.475,E121,feefce2c6b36c39d2be7235e7f5d62bad5b17583e67f0ea40b273515fdcabf2e
753,0,3,33,0,0,345780,9.5,Desconhecido,e23d5c847e8c5e0c1b9738e303d2b977eddc1e24e2d12e00f37e45c3ea3f464a
754,0,3,23,0,0,349204,7.8958,Desconhecido,6142714a8dfc1a02dcf6e4673986e7e29f2da8144368573db441aa06983e3b3c
755,1,2,48,1,2,220845,65.0,Desconhecido,299327597de904f5b6f4973b0896b9b4b62cfc5f4e6f8da2840d4a3adb97bcfb
756,1,2,0,1,1,250649,14.5,Desconhecido,877084ed61bd300485d1267037212677354924f8809a624b21bb09cc7ccb5e01
757,0,3,28,0,0,350042,7.7958,Desconhecido,28d1024c247ef4a895ba0cb4cee2fbaada92870bb6122340aa39522c9f27fdd1
758,0,2,18,0,0,29108,11.5,Desconhecido,0459ff3f6573bb8cf3f4c3c53b5741ab9fa74fb3b1473d4a0d5a4a2e02e6859b
759,0,3,34,0,0,363294,8.05,Desconhecido,eeb182546c71526937f9eeaf89e10bf08089bbc390035d9c2760822ed8a66c31
760,1,1,33,0,0,110152,86.5,B77,a2214c28fce94f7891793bc15a61142132fae0154525887556387bb0fe12db08
761,0,3,28,0,0,358585,14.5,Desconhecido,cb3f64184ac53e19fa9567c0a00ac423d5785c80df8026a345da00485b0263fe
762,0,3,41,0,0,SOTON/O2 3101272,7.125,Desconhecido,fd76041aee5283dafa2283e6a14dae29bb0f756c532af4db8c07ba8e2e762e2e
763,1,3,20,0,0,2663,7.2292,Desconhecido,0a2bc680e94ef5066648236fee95eb6ec4478da8dd9b260df20bfae0688df969
764,1,1,36,1,2,113760,120.0,B96 B98,e094c0a231773ee025041a0c4a93aeef10ab6dc80f85f1e49b22967f043b90fe
765,0,3,16,0,0,347074,7.775,Desconhecido,d585078f17c02aae27f53e904d4c490ecd09ddf4c73abc3692a20a135754e225
766,1,1,51,1,0,13502,77.9583,D11,27af1b33655cd8343681cca6baa1c0a5badd30cab2f5ebc210c0e9ede9057d4e
767,0,1,28,0,0,112379,39.6,Desconhecido,a923fa9190e4e28763f0b1dc7c14c98dc93b28403e8d5608c02918428ff95eff
768,0,3,30,0,0,364850,7.75,Desconhecido,aa86f04f86758d34d4fd93a7fecc31a84dc7385787e4ea8fec2fe75b8e8f50fd
769,0,3,28,1,0,371110,24.15,Desconhecido,2a24fc7b9ef41888b4e9db381468af5187e05afa4b740bdc6feeef2630078c6d
770,0,3,32,0,0,8471,8.3625,Desconhecido,c789f134fa77f410591c958fd6a2bd482618804cc34bbf72f6e79228642e8fe3
771,0,3,24,0,0,345781,9.5,Desconhecido,eaf71c4ce2f73b9859c8fcbbeef90a99a43ca0fab2fd143b46d44cd6662d9d3b
772,0,3,48,0,0,350047,7.8542,Desconhecido,e0ddce3e77f354123f17e641b561191206872df45df4470412131c63e181c5fe
773,0,2,57,0,0,S.O./P.P. 3,10.5,E77,d6ebfee705576e29828e1ce175c7c36075b05a90173e8e3ec51a5a3c1d5c921a
774,0,3,28,0,0,2674,7.225,Desconhecido,61aefb71c43046a4e33045e8933536dcf5012d643fe07eec0ffd3c37e589d1b7
775,1,2,54,1,3,29105,23.0,Desconhecido,be3795ac1930c1a441587a8fe25c3182b8659c2cbf98ccffbaeeead180c9d50c
776,0,3,18,0,0,347078,7.75,Desconhecido,bad3aa5b1e155c008a77d46a696e8c76fab3099cc4b147bce70963bb5ed957f7
777,0,3,28,0,0,383121,7.75,F38,97ebdac5bab0c3fe0651cf19c26d9a800d59f4ff02ac0ced5c5a8953b8992710
778,1,3,5,0,0,364516,12.475,Desconhecido,eeda608a0eb6f3ea129c92798a9b3d327859e1289fb4b60134333728dea1a73a
779,0,3,28,0,0,36865,7.7375,Desconhecido,6c7974b673273424557a1e78f6fdc2d6abec4e9d9952de97b80543b4d7fb7218
780,1,1,43,0,1,24160,211.3375,B3,6a0d23a7fb13c6a8995c408a7eecb9b52d86b8c14d2a73caca15a00704b5d3e8
781,1,3,13,0,0,2687,7.2292,Desconhecido,d8e154717341202223f3e2d265ea950391c67477c24e7d3344c0f49d22ec17da
782,1,1,17,1,0,17474,57.0,B20,87d321586dbc6455b9f5afcdc0bac3238dd53bf1ce11f479afa17b001ae6cfd9
783,0,1,29,0,0,113501,30.0,D6,fce347fba848d17ad939851dc65b838ff9fba7d6020522782ba663bf2bf29794
784,0,3,28,1,2,W./C. 6607,23.45,Desconhecido,c41d0b28ff8849326efaeb95a1ddaaa0e9f15207d71d983ed37155bfdb0c6d35
785,0,3,25,0,0,SOTON/O.Q. 3101312,7.05,Desconhecido,64153de6aee193ecea981d1005f03d4820d3d9377c85aa8c4a67ce93c8cd703d
786,0,3,25,0,0,374887,7.25,Desconhecido,0e34241c5c38951ca39340241f44bee0f23cbfa4fac39e0cc4b42144f2fa4f36
787,1,3,18,0,0,3101265,7.4958,Desconhecido,f48c3369cf3c47ab9375548165835e5555fd7ee80ad7df78065f222e2f86ae6c
788,0,3,8,4,1,382652,29.125,Desconhecido,1ea8a07efe95198c98367e54303c6fd38beaab28db0918cda7b3757253b5531b
789,1,3,1,1,2,C.A. 2315,20.575,Desconhecido,b91ee621c26e2adce54f9419798c2e59c6d6d4b71deb1f297dcefbcdae7b4b07
790,0,1,46,0,0,PC 17593,79.2,B82 B84,9da1d900000db8504f7543a0fc4936c4b11d8dd41e345f3d08cbab45addfd30f
791,0,3,28,0,0,12460,7.75,Desconhecido,94557e1191d7955b3c0b99f979d95b586df7f3bc575dd0a90dda2ee6100fd004
792,0,2,16,0,0,239865,26.0,Desconhecido,646850a9364e42e5bf60fae4aa267cdbffb03793b498b815f921172af35cfcea
793,0,3,28,8,2,CA. 2343,69.55,Desconhecido,a2815842fb32de6761263586375d93b6bc3a03a92a7a3364dd70acdac481a8f4
794,0,1,28,0,0,PC 17600,30.6958,Desconhecido,d0c3f86cd56649954cc6ae6d283e007637a0baa45f534f32c25b5cbc20e2308a
795,0,3,25,0,0,349203,7.8958,Desconhecido,61e3a0a773f33c72b772a591b3d255c1f07c95db4141ee328c4422541354ad84
796,0,2,39,0,0,28213,13.0,Desconhecido,6167ed6d4f096c08e0e2f17d75e47049a0a6a36e56c658f17009ba43f618556f
797,1,1,49,0,0,17465,25.9292,D17,a29612c4be64a81f67564804f3f42545c687ac8f8c7175e98d9ebe6990f461a6
798,1,3,31,0,0,349244,8.6833,Desconhecido,68d063839e9eb4aaa3f034d71ff90f6725c2124f56e03d7e1ee95f56eb31a6e9
